act,vendor,gem,class_name,mission
2,Yeena,Cold to Fire,Templar,Sharp and Cruel
2,Yeena,Trap and Mine Damage,Templar,Sharp and Cruel
2,Yeena,Faster Casting,Templar,Sharp and Cruel
2,Yeena,Faster Attacks,Templar,Sharp and Cruel
2,Yeena,Rage,Templar,Sharp and Cruel
2,Yeena,Shockwave,Templar,Sharp and Cruel
2,Yeena,Melee Physical Damage,Templar,Sharp and Cruel
2,Yeena,Elemental Focus,Templar,Sharp and Cruel
2,Yeena,Endurance Charge on Melee Stun,Templar,Sharp and Cruel
2,Yeena,Iron Will,Templar,Sharp and Cruel
2,Yeena,Minion Speed,Templar,Sharp and Cruel
2,Yeena,Physical to Lightning,Templar,Sharp and Cruel
2,Yeena,Elemental Damage with Attacks,Templar,Sharp and Cruel
2,Yeena,Culling Strike,Templar,Sharp and Cruel
2,Yeena,Deathmark,Templar,Sharp and Cruel
2,Yeena,Concentrated Effect,Templar,Sharp and Cruel
2,Yeena,Controlled Destruction,Templar,Sharp and Cruel
2,Yeena,Deadly Ailments,Templar,Sharp and Cruel
2,Yeena,Desecrate,Templar,The Root of the Problem
2,Yeena,Righteous Fire,Templar,The Root of the Problem
2,Yeena,Enduring Cry,Templar,The Root of the Problem
2,Yeena,Brand Recall,Templar,The Root of the Problem
2,Yeena,Cold Snap,Templar,The Root of the Problem
2,Yeena,Wave of Conviction,Templar,The Root of the Problem
2,Yeena,Tempest Shield,Templar,The Root of the Problem
2,Yeena,Herald of Thunder,Templar,The Root of the Problem
2,Yeena,Arctic Armour,Templar,The Root of the Problem
2,Yeena,Herald of Ice,Templar,The Root of the Problem
2,Yeena,Herald of Purity,Templar,The Root of the Problem
2,Yeena,Herald of Ash,Templar,The Root of the Problem
2,Yeena,Cold to Fire,Witch,Sharp and Cruel
2,Yeena,Melee Physical Damage,Witch,Sharp and Cruel
2,Yeena,Increased Critical Damage,Witch,Sharp and Cruel
2,Yeena,Faster Casting,Witch,Sharp and Cruel
2,Yeena,Elemental Focus,Witch,Sharp and Cruel
2,Yeena,Deadly Ailments,Witch,Sharp and Cruel
2,Yeena,Deathmark,Witch,Sharp and Cruel
2,Yeena,Minion Life,Witch,Sharp and Cruel
2,Yeena,Concentrated Effect,Witch,Sharp and Cruel
2,Yeena,Controlled Destruction,Witch,Sharp and Cruel
2,Yeena,Power Charge On Critical,Witch,Sharp and Cruel
2,Yeena,Trap and Mine Damage,Witch,Sharp and Cruel
2,Yeena,Minion Speed,Witch,Sharp and Cruel
2,Yeena,Culling Strike,Witch,Sharp and Cruel
2,Yeena,Tempest Shield,Witch,The Root of the Problem
2,Yeena,Brand Recall,Witch,The Root of the Problem
2,Yeena,Righteous Fire,Witch,The Root of the Problem
2,Yeena,Desecrate,Witch,The Root of the Problem
2,Yeena,Cold Snap,Witch,The Root of the Problem
2,Yeena,Wave of Conviction,Witch,The Root of the Problem
2,Yeena,Summon Skitterbots,Witch,The Root of the Problem
2,Yeena,Arctic Armour,Witch,The Root of the Problem
2,Yeena,Herald of Thunder,Witch,The Root of the Problem
2,Yeena,Herald of Ash,Witch,The Root of the Problem
2,Yeena,Herald of Ice,Witch,The Root of the Problem
2,Yeena,Herald of Purity,Witch,The Root of the Problem
2,Yeena,Bloodlust,,Sharp and Cruel
2,Yeena,Iron Grip,,Sharp and Cruel
2,Yeena,Faster Attacks,,Sharp and Cruel
2,Yeena,Faster Casting,,Sharp and Cruel
2,Yeena,Increased Critical Damage,,Sharp and Cruel
2,Yeena,Cold to Fire,,Sharp and Cruel
2,Yeena,Shockwave,,Sharp and Cruel
2,Yeena,Power Charge On Critical,,Sharp and Cruel
2,Yeena,Rage,,Sharp and Cruel
2,Yeena,Trap and Mine Damage,,Sharp and Cruel
2,Yeena,Elemental Damage with Attacks,,Sharp and Cruel
2,Yeena,Cold to Fire,,Sharp and Cruel
2,Yeena,Faster Casting,,Sharp and Cruel
2,Yeena,Increased Critical Damage,,Sharp and Cruel
2,Yeena,Iron Grip,,Sharp and Cruel
2,Yeena,Close Combat,,Sharp and Cruel
2,Yeena,Cold to Fire,,Sharp and Cruel
2,Yeena,Concentrated Effect,,Sharp and Cruel
2,Yeena,Deathmark,,Sharp and Cruel
2,Yeena,Endurance Charge on Melee Stun,,Sharp and Cruel
2,Yeena,Power Charge On Critical,,Sharp and Cruel
2,Yeena,Shockwave,,Sharp and Cruel
2,Yeena,Trap and Mine Damage,,Sharp and Cruel
2,Yeena,Concentrated Effect,,Sharp and Cruel
2,Yeena,Controlled Destruction,,Sharp and Cruel
2,Yeena,Deathmark,,Sharp and Cruel
2,Yeena,Elemental Focus,,Sharp and Cruel
2,Yeena,Endurance Charge on Melee Stun,,Sharp and Cruel
2,Yeena,Faster Casting,,Sharp and Cruel
2,Yeena,Increased Critical Damage,,Sharp and Cruel
2,Yeena,Endurance Charge on Melee Stun,,Sharp and Cruel
2,Yeena,Power Charge On Critical,,Sharp and Cruel
2,Yeena,Shockwave,,Sharp and Cruel
2,Yeena,Damage on Full Life,,Sharp and Cruel
2,Yeena,Controlled Destruction,,Sharp and Cruel
2,Yeena,Deadly Ailments,,Sharp and Cruel
2,Yeena,Deathmark,,Sharp and Cruel
2,Yeena,Elemental Focus,,Sharp and Cruel
2,Yeena,Point Blank,,Sharp and Cruel
2,Yeena,Iron Will,,Sharp and Cruel
2,Yeena,Damage on Full Life,,Sharp and Cruel
2,Yeena,Minion Life,,Sharp and Cruel
2,Yeena,Minion Speed,,Sharp and Cruel
2,Yeena,Nightblade,,Sharp and Cruel
2,Yeena,Vicious Projectiles,,Sharp and Cruel
2,Yeena,Physical to Lightning,,Sharp and Cruel
2,Yeena,Point Blank,,Sharp and Cruel
2,Yeena,Point Blank,,Sharp and Cruel
2,Yeena,Damage on Full Life,,Sharp and Cruel
2,Yeena,Concentrated Effect,,Sharp and Cruel
2,Yeena,Controlled Destruction,,Sharp and Cruel
2,Yeena,Deathmark,,Sharp and Cruel
2,Yeena,Elemental Focus,,Sharp and Cruel
2,Yeena,Iron Will,,Sharp and Cruel
2,Yeena,Iron Will,,Sharp and Cruel
2,Yeena,Vicious Projectiles,,Sharp and Cruel
2,Yeena,Vicious Projectiles,,Sharp and Cruel
2,Yeena,Nightblade,,Sharp and Cruel
2,Yeena,Vicious Projectiles,,Sharp and Cruel
2,Yeena,Nightblade,,Sharp and Cruel
2,Yeena,Nightblade,,Sharp and Cruel
2,Yeena,Minion Speed,,Sharp and Cruel
2,Yeena,Minion Speed,,Sharp and Cruel
2,Yeena,Minion Life,,Sharp and Cruel
2,Yeena,Minion Life,,Sharp and Cruel
2,Yeena,Minion Speed,,Sharp and Cruel
2,Yeena,Minion Life,,Sharp and Cruel
2,Yeena,Enduring Cry,,The Root of the Problem
2,Yeena,Flesh and Stone,,The Root of the Problem
2,Yeena,Enduring Cry,,The Root of the Problem
2,Yeena,Righteous Fire,,The Root of the Problem
2,Yeena,Summon Skitterbots,,The Root of the Problem
2,Yeena,Flesh and Stone,,The Root of the Problem
2,Yeena,Ensnaring Arrow,,The Root of the Problem
2,Yeena,Flesh and Stone,,The Root of the Problem
2,Yeena,Desecrate,,The Root of the Problem
2,Yeena,Frenzy,,The Root of the Problem
2,Yeena,Summon Skitterbots,,The Root of the Problem
2,Yeena,Ensnaring Arrow,,The Root of the Problem
2,Yeena,Plague Bearer,,The Root of the Problem
2,Yeena,Herald of Agony,,The Root of the Problem
2,Yeena,Plague Bearer,,The Root of the Problem
2,Yeena,Brand Recall,,The Root of the Problem
2,Yeena,Righteous Fire,,The Root of the Problem
2,Yeena,Blood Rage,,The Root of the Problem
2,Yeena,Wave of Conviction,,The Root of the Problem
2,Yeena,Desecrate,,The Root of the Problem
2,Yeena,Herald of Agony,,The Root of the Problem
2,Yeena,Cold Snap,,The Root of the Problem
2,Yeena,Cold Snap,,The Root of the Problem
2,Yeena,Plague Bearer,,The Root of the Problem
2,Yeena,Brand Recall,,The Root of the Problem
2,Yeena,Arctic Armour,,The Root of the Problem
2,Yeena,Brand Recall,,The Root of the Problem
2,Yeena,Righteous Fire,,The Root of the Problem
2,Yeena,Summon Skitterbots,,The Root of the Problem
2,Yeena,Blood Rage,,The Root of the Problem
2,Yeena,Tempest Shield,,The Root of the Problem
2,Yeena,Ensnaring Arrow,,The Root of the Problem
2,Yeena,Plague Bearer,,The Root of the Problem
2,Yeena,Plague Bearer,,The Root of the Problem
2,Yeena,Wave of Conviction,,The Root of the Problem
2,Yeena,Herald of Purity,,The Root of the Problem
2,Yeena,Plague Bearer,,The Root of the Problem
2,Yeena,Wave of Conviction,,The Root of the Problem
2,Yeena,Herald of Agony,,The Root of the Problem
2,Yeena,Herald of Purity,,The Root of the Problem
2,Yeena,Frenzy,,The Root of the Problem
2,Yeena,Flesh and Stone,,The Root of the Problem
3,Clarissa,Pride,Duelist,Lost in Love
3,Clarissa,Anger,Duelist,Lost in Love
3,Clarissa,Punishment,Duelist,Lost in Love
3,Clarissa,Vengeance,Duelist,Lost in Love
3,Clarissa,Despair,Duelist,Lost in Love
3,Clarissa,Purity of Elements,Duelist,Lost in Love
3,Clarissa,Vitality,Duelist,Lost in Love
3,Clarissa,Purity of Ice,Duelist,Lost in Love
3,Clarissa,Vulnerability,Duelist,Lost in Love
3,Clarissa,Determination,Duelist,Lost in Love
3,Clarissa,Dread Banner,Duelist,Lost in Love
3,Clarissa,Purity of Fire,Duelist,Lost in Love
3,Clarissa,Poacher's Mark,Duelist,Lost in Love
3,Clarissa,Warlord's Mark,Duelist,Lost in Love
3,Clarissa,Temporal Chains,Duelist,Lost in Love
3,Clarissa,Grace,Duelist,Lost in Love
3,Clarissa,Projectile Weakness,Duelist,Lost in Love
3,Clarissa,Haste,Duelist,Lost in Love
3,Clarissa,Hatred,Duelist,Lost in Love
3,Clarissa,Increased Duration,Duelist,A Fixture of Fate
3,Clarissa,Hypothermia,Duelist,A Fixture of Fate
3,Clarissa,Life Leech,Duelist,A Fixture of Fate
3,Clarissa,Impale,Duelist,A Fixture of Fate
3,Clarissa,Inspiration,Duelist,A Fixture of Fate
3,Clarissa,Less Duration,Duelist,A Fixture of Fate
3,Clarissa,Slower Projectiles,Duelist,A Fixture of Fate
3,Clarissa,Blood Magic,Duelist,A Fixture of Fate
3,Clarissa,Mana Leech,Duelist,A Fixture of Fate
3,Clarissa,Blasphemy,Duelist,A Fixture of Fate
3,Clarissa,Pulverise,Duelist,A Fixture of Fate
3,Clarissa,Fork,Duelist,A Fixture of Fate
3,Clarissa,Fortify,Duelist,A Fixture of Fate
3,Clarissa,Ice Bite,Duelist,A Fixture of Fate
3,Clarissa,Ancestral Warchief,Duelist,Sever the Right Hand
3,Clarissa,Tectonic Slam,Duelist,Sever the Right Hand
3,Clarissa,Dominating Blow,Duelist,Sever the Right Hand
3,Clarissa,Blast Rain,Duelist,Sever the Right Hand
3,Clarissa,Bladestorm,Duelist,Sever the Right Hand
3,Clarissa,Discharge,Duelist,Sever the Right Hand
3,Clarissa,Charged Dash,Duelist,Sever the Right Hand
3,Clarissa,Lancing Steel,Duelist,Sever the Right Hand
3,Clarissa,Blade Flurry,Duelist,Sever the Right Hand
3,Clarissa,Earthquake,Duelist,Sever the Right Hand
3,Clarissa,Artillery Ballista,Duelist,Sever the Right Hand
3,Clarissa,Scourge Arrow,Duelist,Sever the Right Hand
3,Clarissa,Tornado Shot,Duelist,Sever the Right Hand
3,Clarissa,Explosive Arrow,Duelist,Sever the Right Hand
3,Clarissa,Animate Guardian,Duelist,Sever the Right Hand
3,Clarissa,Cyclone,Duelist,Sever the Right Hand
3,Clarissa,Ice Crash,Duelist,Sever the Right Hand
3,Siosa,Ancestral Warchief,Duelist,A Fixture of Fate
3,Siosa,Anger,Duelist,A Fixture of Fate
3,Siosa,Animate Guardian,Duelist,A Fixture of Fate
3,Siosa,Animate Weapon,Duelist,A Fixture of Fate
3,Siosa,Arc,Duelist,A Fixture of Fate
3,Siosa,Arctic Armour,Duelist,A Fixture of Fate
3,Siosa,Arctic Breath,Duelist,A Fixture of Fate
3,Siosa,Armageddon Brand,Duelist,A Fixture of Fate
3,Siosa,Artillery Ballista,Duelist,A Fixture of Fate
3,Siosa,Ball Lightning,Duelist,A Fixture of Fate
3,Siosa,Barrage,Duelist,A Fixture of Fate
3,Siosa,Bear Trap,Duelist,A Fixture of Fate
3,Siosa,Blade Vortex,Duelist,A Fixture of Fate
3,Siosa,Bladefall,Duelist,A Fixture of Fate
3,Siosa,Bladestorm,Duelist,A Fixture of Fate
3,Siosa,Blast Rain,Duelist,A Fixture of Fate
3,Siosa,Blight,Duelist,A Fixture of Fate
3,Siosa,Blink Arrow,Duelist,A Fixture of Fate
3,Siosa,Blood and Sand,Duelist,A Fixture of Fate
3,Siosa,Blood Rage,Duelist,A Fixture of Fate
3,Siosa,Unearth,Duelist,A Fixture of Fate
3,Siosa,Bone Offering,Duelist,A Fixture of Fate
3,Siosa,Burning Arrow,Duelist,A Fixture of Fate
3,Siosa,Chain Hook,Duelist,A Fixture of Fate
3,Siosa,Blade Flurry,Duelist,A Fixture of Fate
3,Siosa,Charged Dash,Duelist,A Fixture of Fate
3,Siosa,Clarity,Duelist,A Fixture of Fate
3,Siosa,Cleave,Duelist,A Fixture of Fate
3,Siosa,Cobra Lash,Duelist,A Fixture of Fate
3,Siosa,Purity of Ice,Duelist,A Fixture of Fate
3,Siosa,Cold Snap,Duelist,A Fixture of Fate
3,Siosa,Conductivity,Duelist,A Fixture of Fate
3,Siosa,Consecrated Path,Duelist,A Fixture of Fate
3,Siosa,Contagion,Duelist,A Fixture of Fate
3,Siosa,Conversion Trap,Duelist,A Fixture of Fate
3,Siosa,Convocation,Duelist,A Fixture of Fate
3,Siosa,Cremation,Duelist,A Fixture of Fate
3,Siosa,Bodyswap,Duelist,A Fixture of Fate
3,Siosa,Assassin's Mark,Duelist,A Fixture of Fate
3,Siosa,Cyclone,Duelist,A Fixture of Fate
3,Siosa,Malevolence,Duelist,A Fixture of Fate
3,Siosa,Dark Pact,Duelist,A Fixture of Fate
3,Siosa,Bane,Duelist,A Fixture of Fate
3,Siosa,Dash,Duelist,A Fixture of Fate
3,Siosa,Decoy Totem,Duelist,A Fixture of Fate
3,Siosa,Desecrate,Duelist,A Fixture of Fate
3,Siosa,Determination,Duelist,A Fixture of Fate
3,Siosa,Detonate Dead,Duelist,A Fixture of Fate
3,Siosa,Devouring Totem,Duelist,A Fixture of Fate
3,Siosa,Discharge,Duelist,A Fixture of Fate
3,Siosa,Discipline,Duelist,A Fixture of Fate
3,Siosa,Divine Ire,Duelist,A Fixture of Fate
3,Siosa,Dominating Blow,Duelist,A Fixture of Fate
3,Siosa,Double Strike,Duelist,A Fixture of Fate
3,Siosa,Dread Banner,Duelist,A Fixture of Fate
3,Siosa,Dual Strike,Duelist,A Fixture of Fate
3,Siosa,Earthquake,Duelist,A Fixture of Fate
3,Siosa,Elemental Hit,Duelist,A Fixture of Fate
3,Siosa,Elemental Weakness,Duelist,A Fixture of Fate
3,Siosa,Enduring Cry,Duelist,A Fixture of Fate
3,Siosa,Enfeeble,Duelist,A Fixture of Fate
3,Siosa,Ensnaring Arrow,Duelist,A Fixture of Fate
3,Siosa,Essence Drain,Duelist,A Fixture of Fate
3,Siosa,Ethereal Knives,Duelist,A Fixture of Fate
3,Siosa,Explosive Arrow,Duelist,A Fixture of Fate
3,Siosa,Scorching Ray,Duelist,A Fixture of Fate
3,Siosa,Pyroclast Mine,Duelist,A Fixture of Fate
3,Siosa,Purity of Fire,Duelist,A Fixture of Fate
3,Siosa,Fire Trap,Duelist,A Fixture of Fate
3,Siosa,Fireball,Duelist,A Fixture of Fate
3,Siosa,Firestorm,Duelist,A Fixture of Fate
3,Siosa,Flame Dash,Duelist,A Fixture of Fate
3,Siosa,Holy Flame Totem,Duelist,A Fixture of Fate
3,Siosa,Flame Surge,Duelist,A Fixture of Fate
3,Siosa,Flameblast,Duelist,A Fixture of Fate
3,Siosa,Flamethrower Trap,Duelist,A Fixture of Fate
3,Siosa,Flammability,Duelist,A Fixture of Fate
3,Siosa,Flesh and Stone,Duelist,A Fixture of Fate
3,Siosa,Flesh Offering,Duelist,A Fixture of Fate
3,Siosa,Flicker Strike,Duelist,A Fixture of Fate
3,Siosa,Icicle Mine,Duelist,A Fixture of Fate
3,Siosa,Freezing Pulse,Duelist,A Fixture of Fate
3,Siosa,Frenzy,Duelist,A Fixture of Fate
3,Siosa,Frost Blades,Duelist,A Fixture of Fate
3,Siosa,Frostbolt,Duelist,A Fixture of Fate
3,Siosa,Vortex,Duelist,A Fixture of Fate
3,Siosa,Frost Bomb,Duelist,A Fixture of Fate
3,Siosa,Frost Wall,Duelist,A Fixture of Fate
3,Siosa,Frostbite,Duelist,A Fixture of Fate
3,Siosa,Frostblink,Duelist,A Fixture of Fate
3,Siosa,Glacial Cascade,Duelist,A Fixture of Fate
3,Siosa,Glacial Hammer,Duelist,A Fixture of Fate
3,Siosa,Grace,Duelist,A Fixture of Fate
3,Siosa,Ground Slam,Duelist,A Fixture of Fate
3,Siosa,Haste,Duelist,A Fixture of Fate
3,Siosa,Hatred,Duelist,A Fixture of Fate
3,Siosa,Heavy Strike,Duelist,A Fixture of Fate
3,Siosa,Herald of Agony,Duelist,A Fixture of Fate
3,Siosa,Herald of Ash,Duelist,A Fixture of Fate
3,Siosa,Herald of Ice,Duelist,A Fixture of Fate
3,Siosa,Herald of Purity,Duelist,A Fixture of Fate
3,Siosa,Herald of Thunder,Duelist,A Fixture of Fate
3,Siosa,Ice Crash,Duelist,A Fixture of Fate
3,Siosa,Ice Nova,Duelist,A Fixture of Fate
3,Siosa,Ice Shot,Duelist,A Fixture of Fate
3,Siosa,Siphoning Trap,Duelist,A Fixture of Fate
3,Siosa,Ice Spear,Duelist,A Fixture of Fate
3,Siosa,Ice Trap,Duelist,A Fixture of Fate
3,Siosa,Incinerate,Duelist,A Fixture of Fate
3,Siosa,Infernal Blow,Duelist,A Fixture of Fate
3,Siosa,Kinetic Blast,Duelist,A Fixture of Fate
3,Siosa,Lacerate,Duelist,A Fixture of Fate
3,Siosa,Lancing Steel,Duelist,A Fixture of Fate
3,Siosa,Leap Slam,Duelist,A Fixture of Fate
3,Siosa,Lightning Arrow,Duelist,A Fixture of Fate
3,Siosa,Purity of Lightning,Duelist,A Fixture of Fate
3,Siosa,Lightning Strike,Duelist,A Fixture of Fate
3,Siosa,Lightning Tendrils,Duelist,A Fixture of Fate
3,Siosa,Lightning Spire Trap,Duelist,A Fixture of Fate
3,Siosa,Lightning Trap,Duelist,A Fixture of Fate
3,Siosa,Lightning Warp,Duelist,A Fixture of Fate
3,Siosa,Magma Orb,Duelist,A Fixture of Fate
3,Siosa,Ancestral Protector,Duelist,A Fixture of Fate
3,Siosa,Mirror Arrow,Duelist,A Fixture of Fate
3,Siosa,Molten Shell,Duelist,A Fixture of Fate
3,Siosa,Molten Strike,Duelist,A Fixture of Fate
3,Siosa,Vulnerability,Duelist,A Fixture of Fate
3,Siosa,Orb of Storms,Duelist,A Fixture of Fate
3,Siosa,Perforate,Duelist,A Fixture of Fate
3,Siosa,Pestilent Strike,Duelist,A Fixture of Fate
3,Siosa,Seismic Trap,Duelist,A Fixture of Fate
3,Siosa,Plague Bearer,Duelist,A Fixture of Fate
3,Siosa,Poacher's Mark,Duelist,A Fixture of Fate
3,Siosa,Caustic Arrow,Duelist,A Fixture of Fate
3,Siosa,Power Siphon,Duelist,A Fixture of Fate
3,Siosa,Precision,Duelist,A Fixture of Fate
3,Siosa,Pride,Duelist,A Fixture of Fate
3,Siosa,Projectile Weakness,Duelist,A Fixture of Fate
3,Siosa,Puncture,Duelist,A Fixture of Fate
3,Siosa,Punishment,Duelist,A Fixture of Fate
3,Siosa,Wave of Conviction,Duelist,A Fixture of Fate
3,Siosa,Purity of Elements,Duelist,A Fixture of Fate
3,Siosa,Rain of Arrows,Duelist,A Fixture of Fate
3,Siosa,Raise Spectre,Duelist,A Fixture of Fate
3,Siosa,Raise Zombie,Duelist,A Fixture of Fate
3,Siosa,Rallying Cry,Duelist,A Fixture of Fate
3,Siosa,Reave,Duelist,A Fixture of Fate
3,Siosa,Brand Recall,Duelist,A Fixture of Fate
3,Siosa,Reckoning,Duelist,A Fixture of Fate
3,Siosa,Rejuvenation Totem,Duelist,A Fixture of Fate
3,Siosa,Righteous Fire,Duelist,A Fixture of Fate
3,Siosa,Riposte,Duelist,A Fixture of Fate
3,Siosa,Purifying Flame,Duelist,A Fixture of Fate
3,Siosa,Scourge Arrow,Duelist,A Fixture of Fate
3,Siosa,Searing Bond,Duelist,A Fixture of Fate
3,Siosa,Shattering Steel,Duelist,A Fixture of Fate
3,Siosa,Shield Charge,Duelist,A Fixture of Fate
3,Siosa,Shock Nova,Duelist,A Fixture of Fate
3,Siosa,Shockwave Totem,Duelist,A Fixture of Fate
3,Siosa,Shrapnel Ballista,Duelist,A Fixture of Fate
3,Siosa,Galvanic Arrow,Duelist,A Fixture of Fate
3,Siosa,Explosive Trap,Duelist,A Fixture of Fate
3,Siosa,Siege Ballista,Duelist,A Fixture of Fate
3,Siosa,Smite,Duelist,A Fixture of Fate
3,Siosa,Smoke Mine,Duelist,A Fixture of Fate
3,Siosa,Soulrend,Duelist,A Fixture of Fate
3,Siosa,Spark,Duelist,A Fixture of Fate
3,Siosa,Zealotry,Duelist,A Fixture of Fate
3,Siosa,Spirit Offering,Duelist,A Fixture of Fate
3,Siosa,Split Arrow,Duelist,A Fixture of Fate
3,Siosa,Static Strike,Duelist,A Fixture of Fate
3,Siosa,Steelskin,Duelist,A Fixture of Fate
3,Siosa,Storm Brand,Duelist,A Fixture of Fate
3,Siosa,Storm Burst,Duelist,A Fixture of Fate
3,Siosa,Storm Call,Duelist,A Fixture of Fate
3,Siosa,Stormblast Mine,Duelist,A Fixture of Fate
3,Siosa,Summon Raging Spirit,Duelist,A Fixture of Fate
3,Siosa,Summon Holy Relic,Duelist,A Fixture of Fate
3,Siosa,Summon Skeletons,Duelist,A Fixture of Fate
3,Siosa,Summon Skitterbots,Duelist,A Fixture of Fate
3,Siosa,Sunder,Duelist,A Fixture of Fate
3,Siosa,Sweep,Duelist,A Fixture of Fate
3,Siosa,Tectonic Slam,Duelist,A Fixture of Fate
3,Siosa,Tempest Shield,Duelist,A Fixture of Fate
3,Siosa,Temporal Chains,Duelist,A Fixture of Fate
3,Siosa,Spectral Shield Throw,Duelist,A Fixture of Fate
3,Siosa,Spectral Throw,Duelist,A Fixture of Fate
3,Siosa,Tornado Shot,Duelist,A Fixture of Fate
3,Siosa,Toxic Rain,Duelist,A Fixture of Fate
3,Siosa,Vengeance,Duelist,A Fixture of Fate
3,Siosa,Venom Gyre,Duelist,A Fixture of Fate
3,Siosa,Vigilant Strike,Duelist,A Fixture of Fate
3,Siosa,Viper Strike,Duelist,A Fixture of Fate
3,Siosa,Vitality,Duelist,A Fixture of Fate
3,Siosa,Volatile Dead,Duelist,A Fixture of Fate
3,Siosa,Despair,Duelist,A Fixture of Fate
3,Siosa,War Banner,Duelist,A Fixture of Fate
3,Siosa,Warlord's Mark,Duelist,A Fixture of Fate
3,Siosa,Whirling Blades,Duelist,A Fixture of Fate
3,Siosa,Wild Strike,Duelist,A Fixture of Fate
3,Siosa,Winter Orb,Duelist,A Fixture of Fate
3,Siosa,Wither,Duelist,A Fixture of Fate
3,Siosa,Withering Step,Duelist,A Fixture of Fate
3,Siosa,Wrath,Duelist,A Fixture of Fate
3,Siosa,Added Chaos Damage,Duelist,A Fixture of Fate
3,Siosa,Added Cold Damage,Duelist,A Fixture of Fate
3,Siosa,Added Fire Damage,Duelist,A Fixture of Fate
3,Siosa,Added Lightning Damage,Duelist,A Fixture of Fate
3,Siosa,Additional Accuracy,Duelist,A Fixture of Fate
3,Siosa,Arcane Surge,Duelist,A Fixture of Fate
3,Siosa,Arrow Nova,Duelist,A Fixture of Fate
3,Siosa,Blasphemy,Duelist,A Fixture of Fate
3,Siosa,Blind,Duelist,A Fixture of Fate
3,Siosa,Blood Magic,Duelist,A Fixture of Fate
3,Siosa,Bloodlust,Duelist,A Fixture of Fate
3,Siosa,Chance to Bleed,Duelist,A Fixture of Fate
3,Siosa,Chance to Flee,Duelist,A Fixture of Fate
3,Siosa,Combustion,Duelist,A Fixture of Fate
3,Siosa,Charged Mines,Duelist,A Fixture of Fate
3,Siosa,Close Combat,Duelist,A Fixture of Fate
3,Siosa,Cold Penetration,Duelist,A Fixture of Fate
3,Siosa,Cold to Fire,Duelist,A Fixture of Fate
3,Siosa,Concentrated Effect,Duelist,A Fixture of Fate
3,Siosa,Controlled Destruction,Duelist,A Fixture of Fate
3,Siosa,Culling Strike,Duelist,A Fixture of Fate
3,Siosa,Hypothermia,Duelist,A Fixture of Fate
3,Siosa,Deadly Ailments,Duelist,A Fixture of Fate
3,Siosa,Deathmark,Duelist,A Fixture of Fate
3,Siosa,Efficacy,Duelist,A Fixture of Fate
3,Siosa,Elemental Focus,Duelist,A Fixture of Fate
3,Siosa,Elemental Proliferation,Duelist,A Fixture of Fate
3,Siosa,Endurance Charge on Melee Stun,Duelist,A Fixture of Fate
3,Siosa,Energy Leech,Duelist,A Fixture of Fate
3,Siosa,Faster Attacks,Duelist,A Fixture of Fate
3,Siosa,Faster Casting,Duelist,A Fixture of Fate
3,Siosa,Faster Projectiles,Duelist,A Fixture of Fate
3,Siosa,Feeding Frenzy,Duelist,A Fixture of Fate
3,Siosa,Fire Penetration,Duelist,A Fixture of Fate
3,Siosa,Fork,Duelist,A Fixture of Fate
3,Siosa,Fortify,Duelist,A Fixture of Fate
3,Siosa,Ice Bite,Duelist,A Fixture of Fate
3,Siosa,Charged Traps,Duelist,A Fixture of Fate
3,Siosa,Generosity,Duelist,A Fixture of Fate
3,Siosa,Intensify,Duelist,A Fixture of Fate
3,Siosa,High-Impact Mine,Duelist,A Fixture of Fate
3,Siosa,Impale,Duelist,A Fixture of Fate
3,Siosa,Burning Damage,Duelist,A Fixture of Fate
3,Siosa,Increased Critical Damage,Duelist,A Fixture of Fate
3,Siosa,Increased Critical Strikes,Duelist,A Fixture of Fate
3,Siosa,Increased Duration,Duelist,A Fixture of Fate
3,Siosa,Infernal Legion,Duelist,A Fixture of Fate
3,Siosa,Iron Grip,Duelist,A Fixture of Fate
3,Siosa,Iron Will,Duelist,A Fixture of Fate
3,Siosa,Item Rarity,Duelist,A Fixture of Fate
3,Siosa,Knockback,Duelist,A Fixture of Fate
3,Siosa,Lesser Multiple Projectiles,Duelist,A Fixture of Fate
3,Siosa,Lesser Poison,Duelist,A Fixture of Fate
3,Siosa,Life Gain on Hit,Duelist,A Fixture of Fate
3,Siosa,Life Leech,Duelist,A Fixture of Fate
3,Siosa,Lightning Penetration,Duelist,A Fixture of Fate
3,Siosa,Maim,Duelist,A Fixture of Fate
3,Siosa,Mana Leech,Duelist,A Fixture of Fate
3,Siosa,Meat Shield,Duelist,A Fixture of Fate
3,Siosa,Damage on Full Life,Duelist,A Fixture of Fate
3,Siosa,Melee Physical Damage,Duelist,A Fixture of Fate
3,Siosa,Melee Splash,Duelist,A Fixture of Fate
3,Siosa,Minion Damage,Duelist,A Fixture of Fate
3,Siosa,Minion Life,Duelist,A Fixture of Fate
3,Siosa,Minion Speed,Duelist,A Fixture of Fate
3,Siosa,Mirage Archer,Duelist,A Fixture of Fate
3,Siosa,Multiple Traps,Duelist,A Fixture of Fate
3,Siosa,Nightblade,Duelist,A Fixture of Fate
3,Siosa,Onslaught,Duelist,A Fixture of Fate
3,Siosa,Innervate,Duelist,A Fixture of Fate
3,Siosa,Volley,Duelist,A Fixture of Fate
3,Siosa,Vicious Projectiles,Duelist,A Fixture of Fate
3,Siosa,Physical to Lightning,Duelist,A Fixture of Fate
