act,vendor,gem,class_name,mission
Act 2,Yeena,Herald_of_Thunder,Marauder,Intruders in Black
Act 2,Yeena,Herald_of_Thunder,Templar,Intruders in Black
Act 2,Yeena,Herald_of_Thunder,Scion,Intruders in Black
Act 3,Siosa,Armageddon_Brand,Witch,A Fixture of Fate
Act 3,Siosa,Armageddon_Brand,Shadow,A Fixture of Fate
Act 3,Siosa,Armageddon_Brand,Ranger,A Fixture of Fate
Act 3,Siosa,Armageddon_Brand,Duelist,A Fixture of Fate
Act 3,Siosa,Armageddon_Brand,Marauder,A Fixture of Fate
Act 3,Siosa,Armageddon_Brand,Templar,A Fixture of Fate
Act 3,Siosa,Armageddon_Brand,Scion,A Fixture of Fate
Act 1,Nessa,Essence_Drain,Witch,The Siren's Cadence
Act 1,Nessa,Essence_Drain,Shadow,The Siren's Cadence
Act 3,Siosa,Essence_Drain,Ranger,A Fixture of Fate
Act 3,Siosa,Essence_Drain,Duelist,A Fixture of Fate
Act 3,Siosa,Essence_Drain,Marauder,A Fixture of Fate
Act 1,Nessa,Essence_Drain,Templar,The Siren's Cadence
Act 1,Nessa,Essence_Drain,Scion,The Siren's Cadence
Act 1,Nessa,Storm_Burst,Witch,The Siren's Cadence
Act 1,Nessa,Storm_Burst,Shadow,The Siren's Cadence
Act 3,Siosa,Storm_Burst,Ranger,A Fixture of Fate
Act 3,Siosa,Storm_Burst,Duelist,A Fixture of Fate
Act 3,Siosa,Storm_Burst,Marauder,A Fixture of Fate
Act 1,Nessa,Storm_Burst,Templar,The Siren's Cadence
Act 1,Nessa,Storm_Burst,Scion,The Siren's Cadence
Act 4,Petarus and Vanja,Immolate_Support,Witch,The Eternal Nightmare
Act 6,Lilly Roth,Immolate_Support,Shadow,Fallen from Grace
Act 6,Lilly Roth,Immolate_Support,Ranger,Fallen from Grace
Act 6,Lilly Roth,Immolate_Support,Duelist,Fallen from Grace
Act 4,Petarus and Vanja,Immolate_Support,Marauder,The Eternal Nightmare
Act 4,Petarus and Vanja,Immolate_Support,Templar,The Eternal Nightmare
Act 4,Petarus and Vanja,Immolate_Support,Scion,The Eternal Nightmare
Act 1,Nessa,Incinerate,Witch,The Siren's Cadence
Act 1,Nessa,Incinerate,Shadow,The Siren's Cadence
Act 3,Siosa,Incinerate,Ranger,A Fixture of Fate
Act 3,Siosa,Incinerate,Duelist,A Fixture of Fate
Act 3,Siosa,Incinerate,Marauder,A Fixture of Fate
Act 1,Nessa,Incinerate,Templar,The Siren's Cadence
Act 1,Nessa,Incinerate,Scion,The Siren's Cadence
Act 2,Yeena,Tempest_Shield,Witch,Intruders in Black
Act 2,Yeena,Tempest_Shield,Shadow,Intruders in Black
Act 3,Siosa,Tempest_Shield,Ranger,A Fixture of Fate
Act 2,Yeena,Tempest_Shield,Duelist,Intruders in Black
Act 2,Yeena,Tempest_Shield,Marauder,Intruders in Black
Act 2,Yeena,Tempest_Shield,Templar,Intruders in Black
Act 2,Yeena,Tempest_Shield,Scion,Intruders in Black
Act 3,Siosa,Ice_Trap,Witch,A Fixture of Fate
Act 3,Siosa,Ice_Trap,Shadow,A Fixture of Fate
Act 3,Siosa,Ice_Trap,Ranger,A Fixture of Fate
Act 3,Siosa,Ice_Trap,Duelist,A Fixture of Fate
Act 3,Siosa,Ice_Trap,Marauder,A Fixture of Fate
Act 3,Siosa,Ice_Trap,Templar,A Fixture of Fate
Act 3,Siosa,Ice_Trap,Scion,A Fixture of Fate
Act 3,Siosa,Sniper's_Mark,Witch,A Fixture of Fate
Act 3,Clarissa,Sniper's_Mark,Shadow,Lost in Love
Act 3,Clarissa,Sniper's_Mark,Ranger,Lost in Love
Act 3,Clarissa,Sniper's_Mark,Duelist,Lost in Love
Act 3,Siosa,Sniper's_Mark,Marauder,A Fixture of Fate
Act 3,Siosa,Sniper's_Mark,Templar,A Fixture of Fate
Act 3,Clarissa,Sniper's_Mark,Scion,Lost in Love
Act 1,Nessa,Raise_Zombie,Witch,Enemy at the Gate
Act 3,Siosa,Raise_Zombie,Shadow,A Fixture of Fate
Act 3,Siosa,Raise_Zombie,Ranger,A Fixture of Fate
Act 3,Siosa,Raise_Zombie,Duelist,A Fixture of Fate
Act 3,Siosa,Raise_Zombie,Marauder,A Fixture of Fate
Act 1,Nessa,Raise_Zombie,Templar,Enemy at the Gate
Act 1,Nessa,Raise_Zombie,Scion,Enemy at the Gate
Act 3,Siosa,Spectral_Shield_Throw,Witch,A Fixture of Fate
Act 3,Siosa,Spectral_Shield_Throw,Shadow,A Fixture of Fate
Act 3,Siosa,Spectral_Shield_Throw,Ranger,A Fixture of Fate
Act 3,Siosa,Spectral_Shield_Throw,Duelist,A Fixture of Fate
Act 3,Siosa,Spectral_Shield_Throw,Marauder,A Fixture of Fate
Act 3,Siosa,Spectral_Shield_Throw,Templar,A Fixture of Fate
Act 3,Siosa,Spectral_Shield_Throw,Scion,A Fixture of Fate
Act 3,Siosa,Earthshatter,Witch,A Fixture of Fate
Act 3,Siosa,Earthshatter,Shadow,A Fixture of Fate
Act 3,Siosa,Earthshatter,Ranger,A Fixture of Fate
Act 1,Nessa,Earthshatter,Duelist,The Siren's Cadence
Act 1,Nessa,Earthshatter,Marauder,The Siren's Cadence
Act 1,Nessa,Earthshatter,Templar,The Siren's Cadence
Act 1,Nessa,Earthshatter,Scion,The Siren's Cadence
Act 1,Nessa,Added_Cold_Damage_Support,Witch,The Caged Brute
Act 1,Nessa,Added_Cold_Damage_Support,Shadow,The Caged Brute
Act 1,Nessa,Added_Cold_Damage_Support,Ranger,The Caged Brute
Act 3,Siosa,Added_Cold_Damage_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Added_Cold_Damage_Support,Marauder,A Fixture of Fate
Act 3,Siosa,Added_Cold_Damage_Support,Templar,A Fixture of Fate
Act 1,Nessa,Added_Cold_Damage_Support,Scion,The Caged Brute
Act 3,Siosa,Wild_Strike,Witch,A Fixture of Fate
Act 3,Siosa,Wild_Strike,Shadow,A Fixture of Fate
Act 3,Siosa,Wild_Strike,Ranger,A Fixture of Fate
Act 3,Siosa,Wild_Strike,Duelist,A Fixture of Fate
Act 3,Siosa,Wild_Strike,Marauder,A Fixture of Fate
Act 3,Siosa,Wild_Strike,Templar,A Fixture of Fate
Act 3,Siosa,Wild_Strike,Scion,A Fixture of Fate
Act 1,Nessa,Increased_Critical_Strikes_Support,Witch,The Caged Brute
Act 1,Nessa,Increased_Critical_Strikes_Support,Shadow,The Caged Brute
Act 1,Nessa,Increased_Critical_Strikes_Support,Ranger,The Caged Brute
Act 3,Siosa,Increased_Critical_Strikes_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Increased_Critical_Strikes_Support,Marauder,A Fixture of Fate
Act 3,Siosa,Increased_Critical_Strikes_Support,Templar,A Fixture of Fate
Act 1,Nessa,Increased_Critical_Strikes_Support,Scion,The Caged Brute
Act 3,Siosa,Bladestorm,Witch,A Fixture of Fate
Act 3,Siosa,Bladestorm,Shadow,A Fixture of Fate
Act 3,Siosa,Bladestorm,Ranger,A Fixture of Fate
Act 3,Siosa,Bladestorm,Duelist,A Fixture of Fate
Act 3,Siosa,Bladestorm,Marauder,A Fixture of Fate
Act 3,Siosa,Bladestorm,Templar,A Fixture of Fate
Act 3,Siosa,Bladestorm,Scion,A Fixture of Fate
Act 2,Yeena,Arctic_Armour,Witch,Intruders in Black
Act 2,Yeena,Arctic_Armour,Shadow,Intruders in Black
Act 2,Yeena,Arctic_Armour,Ranger,Intruders in Black
Act 2,Yeena,Arctic_Armour,Duelist,Intruders in Black
Act 3,Siosa,Arctic_Armour,Marauder,A Fixture of Fate
Act 2,Yeena,Arctic_Armour,Templar,Intruders in Black
Act 2,Yeena,Arctic_Armour,Scion,Intruders in Black
Act 3,Siosa,Pyroclast_Mine,Witch,A Fixture of Fate
Act 3,Siosa,Pyroclast_Mine,Shadow,A Fixture of Fate
Act 3,Siosa,Pyroclast_Mine,Ranger,A Fixture of Fate
Act 3,Siosa,Pyroclast_Mine,Duelist,A Fixture of Fate
Act 3,Siosa,Pyroclast_Mine,Marauder,A Fixture of Fate
Act 3,Siosa,Pyroclast_Mine,Templar,A Fixture of Fate
Act 3,Siosa,Pyroclast_Mine,Scion,A Fixture of Fate
Act 3,Clarissa,Impending_Doom_Support,Witch,A Fixture of Fate
Act 3,Clarissa,Impending_Doom_Support,Shadow,A Fixture of Fate
Act 3,Siosa,Impending_Doom_Support,Ranger,A Fixture of Fate
Act 3,Siosa,Impending_Doom_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Impending_Doom_Support,Marauder,A Fixture of Fate
Act 3,Clarissa,Impending_Doom_Support,Templar,A Fixture of Fate
Act 3,Clarissa,Impending_Doom_Support,Scion,A Fixture of Fate
Act 3,Siosa,Determination,Witch,A Fixture of Fate
Act 3,Siosa,Determination,Shadow,A Fixture of Fate
Act 3,Siosa,Determination,Ranger,A Fixture of Fate
Act 3,Clarissa,Determination,Duelist,Lost in Love
Act 3,Clarissa,Determination,Marauder,Lost in Love
Act 3,Clarissa,Determination,Templar,Lost in Love
Act 3,Siosa,Determination,Scion,A Fixture of Fate
Act 3,Siosa,Elemental_Hit,Witch,A Fixture of Fate
Act 1,Nessa,Elemental_Hit,Shadow,The Siren's Cadence
Act 1,Nessa,Elemental_Hit,Ranger,The Siren's Cadence
Act 1,Nessa,Elemental_Hit,Duelist,The Siren's Cadence
Act 3,Siosa,Elemental_Hit,Marauder,A Fixture of Fate
Act 3,Siosa,Elemental_Hit,Templar,A Fixture of Fate
Act 1,Nessa,Elemental_Hit,Scion,The Siren's Cadence
Act 3,Siosa,War_Banner,Witch,A Fixture of Fate
Act 3,Siosa,War_Banner,Shadow,A Fixture of Fate
Act 1,Nessa,War_Banner,Ranger,Breaking Some Eggs
Act 1,Nessa,War_Banner,Duelist,Breaking Some Eggs
Act 1,Nessa,War_Banner,Marauder,Breaking Some Eggs
Act 1,Nessa,War_Banner,Templar,Breaking Some Eggs
Act 1,Nessa,War_Banner,Scion,Breaking Some Eggs
Act 3,Siosa,Scourge_Arrow,Witch,A Fixture of Fate
Act 3,Siosa,Scourge_Arrow,Shadow,A Fixture of Fate
Act 3,Siosa,Scourge_Arrow,Ranger,A Fixture of Fate
Act 3,Siosa,Scourge_Arrow,Duelist,A Fixture of Fate
Act 3,Siosa,Scourge_Arrow,Marauder,A Fixture of Fate
Act 3,Siosa,Scourge_Arrow,Templar,A Fixture of Fate
Act 3,Siosa,Scourge_Arrow,Scion,A Fixture of Fate
Act 1,Nessa,Added_Lightning_Damage_Support,Witch,The Caged Brute
Act 1,Nessa,Added_Lightning_Damage_Support,Shadow,The Caged Brute
Act 3,Siosa,Added_Lightning_Damage_Support,Ranger,A Fixture of Fate
Act 3,Siosa,Added_Lightning_Damage_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Added_Lightning_Damage_Support,Marauder,A Fixture of Fate
Act 1,Nessa,Added_Lightning_Damage_Support,Templar,The Caged Brute
Act 1,Nessa,Added_Lightning_Damage_Support,Scion,The Caged Brute
Act 3,Siosa,Bloodthirst_Support,Witch,A Fixture of Fate
Act 3,Siosa,Bloodthirst_Support,Shadow,A Fixture of Fate
Act 3,Siosa,Bloodthirst_Support,Ranger,A Fixture of Fate
Act 3,Clarissa,Bloodthirst_Support,Duelist,A Fixture of Fate
Act 3,Clarissa,Bloodthirst_Support,Marauder,A Fixture of Fate
Act 3,Clarissa,Bloodthirst_Support,Templar,A Fixture of Fate
Act 3,Clarissa,Bloodthirst_Support,Scion,A Fixture of Fate
Act 3,Siosa,Seismic_Cry,Witch,A Fixture of Fate
Act 3,Siosa,Seismic_Cry,Shadow,A Fixture of Fate
Act 3,Siosa,Seismic_Cry,Ranger,A Fixture of Fate
Act 2,Yeena,Seismic_Cry,Duelist,Intruders in Black
Act 2,Yeena,Seismic_Cry,Marauder,Intruders in Black
Act 2,Yeena,Seismic_Cry,Templar,Intruders in Black
Act 2,Yeena,Seismic_Cry,Scion,Intruders in Black
Act 3,Clarissa,Pulverise_Support,Witch,A Fixture of Fate
Act 3,Siosa,Pulverise_Support,Shadow,A Fixture of Fate
Act 3,Clarissa,Pulverise_Support,Ranger,A Fixture of Fate
Act 3,Clarissa,Pulverise_Support,Duelist,A Fixture of Fate
Act 3,Clarissa,Pulverise_Support,Marauder,A Fixture of Fate
Act 3,Siosa,Pulverise_Support,Templar,A Fixture of Fate
Act 3,Clarissa,Pulverise_Support,Scion,A Fixture of Fate
Act 6,Lilly Roth,Fist_of_War_Support,Witch,Fallen from Grace
Act 6,Lilly Roth,Fist_of_War_Support,Shadow,Fallen from Grace
Act 6,Lilly Roth,Fist_of_War_Support,Ranger,Fallen from Grace
Act 4,Petarus and Vanja,Fist_of_War_Support,Duelist,The Eternal Nightmare
Act 4,Petarus and Vanja,Fist_of_War_Support,Marauder,The Eternal Nightmare
Act 4,Petarus and Vanja,Fist_of_War_Support,Templar,The Eternal Nightmare
Act 4,Petarus and Vanja,Fist_of_War_Support,Scion,The Eternal Nightmare
Act 1,Nessa,Lesser_Multiple_Projectiles_Support,Witch,The Caged Brute
Act 1,Nessa,Lesser_Multiple_Projectiles_Support,Shadow,The Caged Brute
Act 1,Nessa,Lesser_Multiple_Projectiles_Support,Ranger,The Caged Brute
Act 1,Nessa,Lesser_Multiple_Projectiles_Support,Duelist,The Caged Brute
Act 3,Siosa,Lesser_Multiple_Projectiles_Support,Marauder,A Fixture of Fate
Act 3,Siosa,Lesser_Multiple_Projectiles_Support,Templar,A Fixture of Fate
Act 1,Nessa,Lesser_Multiple_Projectiles_Support,Scion,The Caged Brute
Act 1,Nessa,Wither,Witch,The Caged Brute
Act 1,Nessa,Wither,Shadow,The Caged Brute
Act 3,Siosa,Wither,Ranger,A Fixture of Fate
Act 3,Siosa,Wither,Duelist,A Fixture of Fate
Act 3,Siosa,Wither,Marauder,A Fixture of Fate
Act 1,Nessa,Wither,Templar,The Caged Brute
Act 1,Nessa,Wither,Scion,The Caged Brute
Act 3,Siosa,Vulnerability,Witch,A Fixture of Fate
Act 3,Siosa,Vulnerability,Shadow,A Fixture of Fate
Act 3,Siosa,Vulnerability,Ranger,A Fixture of Fate
Act 3,Clarissa,Vulnerability,Duelist,Lost in Love
Act 3,Clarissa,Vulnerability,Marauder,Lost in Love
Act 3,Clarissa,Vulnerability,Templar,Lost in Love
Act 3,Clarissa,Vulnerability,Scion,Lost in Love
Act 4,Petarus and Vanja,Summon_Chaos_Golem,Witch,Breaking the Seal
Act 4,Petarus and Vanja,Summon_Chaos_Golem,Shadow,Breaking the Seal
Act 4,Petarus and Vanja,Summon_Chaos_Golem,Ranger,Breaking the Seal
Act 4,Petarus and Vanja,Summon_Chaos_Golem,Duelist,Breaking the Seal
Act 4,Petarus and Vanja,Summon_Chaos_Golem,Marauder,Breaking the Seal
Act 4,Petarus and Vanja,Summon_Chaos_Golem,Templar,Breaking the Seal
Act 4,Petarus and Vanja,Summon_Chaos_Golem,Scion,Breaking the Seal
Act 1,Nessa,Frostbolt,Witch,Enemy at the Gate
Act 1,Nessa,Frostbolt,Shadow,Enemy at the Gate
Act 3,Siosa,Frostbolt,Ranger,A Fixture of Fate
Act 3,Siosa,Frostbolt,Duelist,A Fixture of Fate
Act 3,Siosa,Frostbolt,Marauder,A Fixture of Fate
Act 1,Nessa,Frostbolt,Templar,Enemy at the Gate
Act 1,Nessa,Frostbolt,Scion,Enemy at the Gate
Act 3,Siosa,Bloodlust_Support,Witch,A Fixture of Fate
Act 2,Yeena,Bloodlust_Support,Shadow,Sharp and Cruel
Act 2,Yeena,Bloodlust_Support,Ranger,Sharp and Cruel
Act 2,Yeena,Bloodlust_Support,Duelist,Sharp and Cruel
Act 2,Yeena,Bloodlust_Support,Marauder,Sharp and Cruel
Act 2,Yeena,Bloodlust_Support,Templar,Sharp and Cruel
Act 2,Yeena,Bloodlust_Support,Scion,Sharp and Cruel
Act 1,Nessa,Infused_Channelling_Support,Witch,Mercy Mission
Act 1,Nessa,Infused_Channelling_Support,Shadow,Mercy Mission
Act 3,Siosa,Infused_Channelling_Support,Ranger,A Fixture of Fate
Act 3,Siosa,Infused_Channelling_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Infused_Channelling_Support,Marauder,A Fixture of Fate
Act 1,Nessa,Infused_Channelling_Support,Templar,Mercy Mission
Act 1,Nessa,Infused_Channelling_Support,Scion,Mercy Mission
Act 4,Petarus and Vanja,Greater_Multiple_Projectiles_Support,Witch,The Eternal Nightmare
Act 4,Petarus and Vanja,Greater_Multiple_Projectiles_Support,Shadow,The Eternal Nightmare
Act 4,Petarus and Vanja,Greater_Multiple_Projectiles_Support,Ranger,The Eternal Nightmare
Act 4,Petarus and Vanja,Greater_Multiple_Projectiles_Support,Duelist,The Eternal Nightmare
Act 4,Petarus and Vanja,Greater_Multiple_Projectiles_Support,Marauder,The Eternal Nightmare
Act 4,Petarus and Vanja,Greater_Multiple_Projectiles_Support,Templar,The Eternal Nightmare
Act 4,Petarus and Vanja,Greater_Multiple_Projectiles_Support,Scion,The Eternal Nightmare
Act 3,Siosa,Stormbind,Witch,A Fixture of Fate
Act 3,Siosa,Stormbind,Shadow,A Fixture of Fate
Act 3,Siosa,Stormbind,Ranger,A Fixture of Fate
Act 3,Siosa,Stormbind,Duelist,A Fixture of Fate
Act 3,Siosa,Stormbind,Marauder,A Fixture of Fate
Act 3,Siosa,Stormbind,Templar,A Fixture of Fate
Act 3,Siosa,Stormbind,Scion,A Fixture of Fate
Act 3,Siosa,Seismic_Trap,Witch,A Fixture of Fate
Act 3,Siosa,Seismic_Trap,Shadow,A Fixture of Fate
Act 3,Siosa,Seismic_Trap,Ranger,A Fixture of Fate
Act 3,Siosa,Seismic_Trap,Duelist,A Fixture of Fate
Act 3,Siosa,Seismic_Trap,Marauder,A Fixture of Fate
Act 3,Siosa,Seismic_Trap,Templar,A Fixture of Fate
Act 3,Siosa,Seismic_Trap,Scion,A Fixture of Fate
Act 3,Clarissa,Bane,Witch,Lost in Love
Act 3,Clarissa,Bane,Shadow,Lost in Love
Act 3,Siosa,Bane,Ranger,A Fixture of Fate
Act 3,Siosa,Bane,Duelist,A Fixture of Fate
Act 3,Siosa,Bane,Marauder,A Fixture of Fate
Act 3,Clarissa,Bane,Templar,Lost in Love
Act 3,Clarissa,Bane,Scion,Lost in Love
Act 6,Lilly Roth,Brutality_Support,Witch,Fallen from Grace
Act 6,Lilly Roth,Brutality_Support,Shadow,Fallen from Grace
Act 6,Lilly Roth,Brutality_Support,Ranger,Fallen from Grace
Act 4,Petarus and Vanja,Brutality_Support,Duelist,The Eternal Nightmare
Act 4,Petarus and Vanja,Brutality_Support,Marauder,The Eternal Nightmare
Act 6,Lilly Roth,Brutality_Support,Templar,Fallen from Grace
Act 4,Petarus and Vanja,Brutality_Support,Scion,The Eternal Nightmare
Act 1,Nessa,Searing_Bond,Witch,The Siren's Cadence
Act 3,Siosa,Searing_Bond,Shadow,A Fixture of Fate
Act 3,Siosa,Searing_Bond,Ranger,A Fixture of Fate
Act 3,Siosa,Searing_Bond,Duelist,A Fixture of Fate
Act 1,Nessa,Searing_Bond,Marauder,The Siren's Cadence
Act 1,Nessa,Searing_Bond,Templar,The Siren's Cadence
Act 3,Siosa,Searing_Bond,Scion,A Fixture of Fate
Act 1,Nessa,Summon_Phantasm_Support,Witch,Mercy Mission
Act 1,Nessa,Summon_Phantasm_Support,Shadow,Mercy Mission
Act 3,Siosa,Summon_Phantasm_Support,Ranger,A Fixture of Fate
Act 3,Siosa,Summon_Phantasm_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Summon_Phantasm_Support,Marauder,A Fixture of Fate
Act 1,Nessa,Summon_Phantasm_Support,Templar,Mercy Mission
Act 1,Nessa,Summon_Phantasm_Support,Scion,Mercy Mission
Act 3,Siosa,Blink_Arrow,Witch,A Fixture of Fate
Act 1,Nessa,Blink_Arrow,Shadow,The Caged Brute
Act 1,Nessa,Blink_Arrow,Ranger,The Caged Brute
Act 1,Nessa,Blink_Arrow,Duelist,The Caged Brute
Act 3,Siosa,Blink_Arrow,Marauder,A Fixture of Fate
Act 3,Siosa,Blink_Arrow,Templar,A Fixture of Fate
Act 1,Nessa,Blink_Arrow,Scion,The Caged Brute
Act 3,Siosa,Chain_Hook,Witch,A Fixture of Fate
Act 3,Siosa,Chain_Hook,Shadow,A Fixture of Fate
Act 3,Siosa,Chain_Hook,Ranger,A Fixture of Fate
Act 1,Nessa,Chain_Hook,Duelist,The Siren's Cadence
Act 1,Nessa,Chain_Hook,Marauder,The Siren's Cadence
Act 3,Siosa,Chain_Hook,Templar,A Fixture of Fate
Act 1,Nessa,Chain_Hook,Scion,The Siren's Cadence
Act 1,Nessa,Bodyswap,Witch,The Caged Brute
Act 1,Nessa,Bodyswap,Shadow,The Caged Brute
Act 1,Nessa,Bodyswap,Ranger,The Caged Brute
Act 3,Siosa,Bodyswap,Duelist,A Fixture of Fate
Act 3,Siosa,Bodyswap,Marauder,A Fixture of Fate
Act 1,Nessa,Bodyswap,Templar,The Caged Brute
Act 1,Nessa,Bodyswap,Scion,The Caged Brute
Act 3,Siosa,Riposte,Witch,A Fixture of Fate
Act 1,Nessa,Riposte,Shadow,Breaking Some Eggs
Act 1,Nessa,Riposte,Ranger,Breaking Some Eggs
Act 1,Nessa,Riposte,Duelist,Breaking Some Eggs
Act 1,Nessa,Riposte,Marauder,Breaking Some Eggs
Act 3,Siosa,Riposte,Templar,A Fixture of Fate
Act 3,Siosa,Riposte,Scion,A Fixture of Fate
Act 3,Siosa,Lancing_Steel,Witch,A Fixture of Fate
Act 3,Siosa,Lancing_Steel,Shadow,A Fixture of Fate
Act 3,Siosa,Lancing_Steel,Ranger,A Fixture of Fate
Act 3,Siosa,Lancing_Steel,Duelist,A Fixture of Fate
Act 3,Siosa,Lancing_Steel,Marauder,A Fixture of Fate
Act 3,Siosa,Lancing_Steel,Templar,A Fixture of Fate
Act 3,Siosa,Lancing_Steel,Scion,A Fixture of Fate
Act 3,Siosa,Lightning_Strike,Witch,A Fixture of Fate
Act 1,Nessa,Lightning_Strike,Shadow,The Siren's Cadence
Act 1,Nessa,Lightning_Strike,Ranger,The Siren's Cadence
Act 1,Nessa,Lightning_Strike,Duelist,The Siren's Cadence
Act 3,Siosa,Lightning_Strike,Marauder,A Fixture of Fate
Act 1,Nessa,Lightning_Strike,Templar,The Siren's Cadence
Act 1,Nessa,Lightning_Strike,Scion,The Siren's Cadence
Act 3,Siosa,Onslaught_Support,Witch,A Fixture of Fate
Act 1,Nessa,Onslaught_Support,Shadow,Mercy Mission
Act 1,Nessa,Onslaught_Support,Ranger,Mercy Mission
Act 1,Nessa,Onslaught_Support,Duelist,Mercy Mission
Act 1,Nessa,Onslaught_Support,Marauder,Mercy Mission
Act 1,Nessa,Onslaught_Support,Templar,Mercy Mission
Act 1,Nessa,Onslaught_Support,Scion,Enemy at the Gate
Act 2,Yeena,Minion_Speed_Support,Witch,Sharp and Cruel
Act 3,Siosa,Minion_Speed_Support,Shadow,A Fixture of Fate
Act 3,Siosa,Minion_Speed_Support,Ranger,A Fixture of Fate
Act 3,Siosa,Minion_Speed_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Minion_Speed_Support,Marauder,A Fixture of Fate
Act 2,Yeena,Minion_Speed_Support,Templar,Sharp and Cruel
Act 2,Yeena,Minion_Speed_Support,Scion,Sharp and Cruel
Act 1,Nessa,Orb_of_Storms,Witch,Breaking Some Eggs
Act 1,Nessa,Orb_of_Storms,Shadow,Breaking Some Eggs
Act 3,Siosa,Orb_of_Storms,Ranger,A Fixture of Fate
Act 3,Siosa,Orb_of_Storms,Duelist,A Fixture of Fate
Act 3,Siosa,Orb_of_Storms,Marauder,A Fixture of Fate
Act 1,Nessa,Orb_of_Storms,Templar,Breaking Some Eggs
Act 1,Nessa,Orb_of_Storms,Scion,Breaking Some Eggs
Act 3,Siosa,Ruthless_Support,Witch,A Fixture of Fate
Act 3,Siosa,Ruthless_Support,Shadow,A Fixture of Fate
Act 3,Siosa,Ruthless_Support,Ranger,A Fixture of Fate
Act 1,Nessa,Ruthless_Support,Duelist,Mercy Mission
Act 1,Nessa,Ruthless_Support,Marauder,Enemy at the Gate
Act 1,Nessa,Ruthless_Support,Templar,Mercy Mission
Act 1,Nessa,Ruthless_Support,Scion,Mercy Mission
Act 3,Siosa,Decoy_Totem,Witch,A Fixture of Fate
Act 3,Siosa,Decoy_Totem,Shadow,A Fixture of Fate
Act 1,Nessa,Decoy_Totem,Ranger,Breaking Some Eggs
Act 1,Nessa,Decoy_Totem,Duelist,Breaking Some Eggs
Act 1,Nessa,Decoy_Totem,Marauder,Breaking Some Eggs
Act 1,Nessa,Decoy_Totem,Templar,Breaking Some Eggs
Act 1,Nessa,Decoy_Totem,Scion,Breaking Some Eggs
Act 3,Clarissa,Pride,Witch,Lost in Love
Act 3,Clarissa,Pride,Shadow,Lost in Love
Act 3,Clarissa,Pride,Ranger,Lost in Love
Act 3,Clarissa,Pride,Duelist,Lost in Love
Act 3,Clarissa,Pride,Marauder,Lost in Love
Act 3,Clarissa,Pride,Templar,Lost in Love
Act 3,Clarissa,Pride,Scion,Lost in Love
Act 3,Siosa,Less_Duration_Support,Witch,A Fixture of Fate
Act 3,Siosa,Less_Duration_Support,Shadow,A Fixture of Fate
Act 3,Siosa,Less_Duration_Support,Ranger,A Fixture of Fate
Act 3,Clarissa,Less_Duration_Support,Duelist,A Fixture of Fate
Act 3,Clarissa,Less_Duration_Support,Marauder,A Fixture of Fate
Act 3,Clarissa,Less_Duration_Support,Templar,A Fixture of Fate
Act 3,Clarissa,Less_Duration_Support,Scion,A Fixture of Fate
Act 1,Nessa,Storm_Call,Witch,The Siren's Cadence
Act 1,Nessa,Storm_Call,Shadow,The Siren's Cadence
Act 3,Siosa,Storm_Call,Ranger,A Fixture of Fate
Act 3,Siosa,Storm_Call,Duelist,A Fixture of Fate
Act 3,Siosa,Storm_Call,Marauder,A Fixture of Fate
Act 1,Nessa,Storm_Call,Templar,The Siren's Cadence
Act 1,Nessa,Storm_Call,Scion,The Siren's Cadence
Act 3,Clarissa,Item_Rarity_Support,Witch,A Fixture of Fate
Act 3,Clarissa,Item_Rarity_Support,Shadow,A Fixture of Fate
Act 3,Siosa,Item_Rarity_Support,Ranger,A Fixture of Fate
Act 3,Siosa,Item_Rarity_Support,Duelist,A Fixture of Fate
Act 3,Siosa,Item_Rarity_Support,Marauder,A Fixture of Fate
Act 3,Clarissa,Item_Rarity_Support,Templar,A Fixture of Fate
Act 3,Clarissa,Item_Rarity_Support,Scion,A Fixture of Fate
Act 1,Nessa,Frost_Wall,Witch,Breaking Some Eggs
Act 3,Siosa,Frost_Wall,Shadow,A Fixture of Fate
Act 3,Siosa,Frost_Wall,Ranger,A Fixture of Fate
Act 1,Nessa,Frost_Wall,Duelist,Breaking Some Eggs
Act 3,Siosa,Frost_Wall,Marauder,A Fixture of Fate
Act 1,Nessa,Frost_Wall,Templar,Breaking Some Eggs
Act 3,Siosa,Frost_Wall,Scion,A Fixture of Fate
Act 3,Siosa,Lifetap_Support,Witch,A Fixture of Fate
Act 3,Siosa,Lifetap_Support,Shadow,A Fixture of Fate
Act 3,Siosa,Lifetap_Support,Ranger,A Fixture of Fate
Act 1,Nessa,Lifetap_Support,Duelist,The Caged Brute
Act 1,Nessa,Lifetap_Support,Marauder,The Caged Brute
Act 1,Nessa,Lifetap_Support,Templar,The Caged Brute
Act 1,Nessa,Lifetap_Support,Scion,The Caged Brute
Act 4,Petarus and Vanja,Barrage_Support,Witch,The Eternal Nightmare
Act 4,Petarus and Vanja,Barrage_Support,Shadow,The Eternal Nightmare
Act 4,Petarus and Vanja,Barrage_Support,Ranger,The Eternal Nightmare
